     Consumo    CC		CV	    Peso	      Acel		Ano		Origen      Cilindros
      11	    3277	      85.0	     862	      16	      70	       1	       6
      11	    3261	      90	     882	      15	      70	       1	       6
      13	    3261	      97	     924	      16	      70	       1	       6
      11	    3245	      95	     944	      16	      70	       1	       6
      17	    7456	     225	    1028	      10	      70	       1	       8
      15	    4982	     150	    1144	      12	      70	       1	       8
      13	    5211	     150	    1145	      11	      70	       1	       8
      14	    4949	     140	    1149	      11	      70	       1	       8
      13	    5031	     130	    1168	      12	      70	       1	       8
      16	    6276	     170	    1187	      10	      70	       1	       8
      17	    5572	     160	    1203	       8	      70	       1	       8
      16	    5735	     165	    1231	      12	      70	       1	       8
      16	    6555	     150	    1253	      10	      70	       1	       8
      16	    6391	     190	    1283	       9	      70	       1	       8
      17	    7210	     215	    1437	       9	      70	       1	       8
      16	    7030	     198	    1447	      10	      70	       1	       8
      17	    7440	     220	    1451	       9	      70	       1	       8
      24	    5031	     200	    1458	      15	      70	       1	       8
      21	    5211	     210	    1460	      14	      70	       1	       8
      17	    7456	     225	    1475	      10	      70	       1	       8
      24	    5899	     215	    1538	      14	      70	       1	       8
       9	    1491	      70	     651	      21	      71	       1	       4
      10	    1999	      86	     740	      14	      71	       1	       4
       8	    2294	      90	     754	      16	      71	       1	       4
      11	    2294	      72	     802	      19	      71	       1	       4
      12	    3802	     100	     878	      13	      71	       1	       6
      13	    4228	     110	     987	      14	      71	       1	       6
      13	    4097	      88	    1046	      15	      71	       1	       6
      12	    4097	     100	    1094	      15	      71	       1	       6
      13	    3802	     100	    1096	      16	      71	       1	       6
      12	    4097	      88	    1100	      16	      71	       1	       6
      14	    4097	     100	    1109	      16	      71	       1	       6
      15	    3687	     105	    1146	      16	      71	       1	       6
      17	    5211	     150	    1365	      13	      71	       1	       8
      17	    5752	     153	    1384	      14	      71	       1	       8
      17	    5735	     165	    1403	      12	      71	       1	       8
      17	    6555	     175	    1488	      12	      71	       1	       8
      18	    6555	     170	    1582	      12	      71	       1	       8
      20	    6276	     180	    1651	      12	      71	       1	       8
      18	    6555	     175	    1713	      12	      71	       1	       8
       9	    1598	      80	     708	      17	      72	       1	       4
       8	    1606	      80	     721	      15	      72	       1	       4
      11	    1999	      86	     742	      17	      72	       1	       4
      11	    1999	      86	     798	      16	      72	       1	       4
      12	    2294	      90	     802	      20	      72	       1	       4
      14	    4982	     150	    1224	      12	      72	       1	       8
      16	    4982	     150	    1297	      13	      72	       1	       8
      17	    5211	     150	    1359	      14	      72	       1	       8
      18	    5031	     130	    1366	      14	      72	       1	       8
      17	    5752	     153	    1376	      13	      72	       1	       8
      16	    5211	     150	    1378	      14	      72	       1	       8
      18	    5735	     165	    1424	      12	      72	       1	       8
      18	    4949	     140	    1431	      16	      72	       1	       8
      17	    6555	     175	    1461	      12	      72	       1	       8
      18	    6555	     190	    1474	      13	      72	       1	       8
      20	    5735	     160	    1485	      14	      72	       1	       8
      18	    5735	     155	    1500	      14	      72	       1	       8
      21	    7030	     208	    1544	      11	      72	       1	       8
      12	    1999	      85	     770	      19	      73	       1	       4
      11	    2294	      72	     800	      20	      73	       1	       4
      11	    2540	     107	     824	      14	      73	       1	       6
      13	    3802	     100	     929	      15	      73	       1	       6
      10	    3245	      95	     968	      16	      73	       1	       6
      13	    3802	     100	     981	      16	      73	       1	       6
      13	    4097	      88	    1007	      17	      73	       1	       6
      13	    3687	     105	    1040	      17	      73	       1	       6
      15	    4097	     100	    1092	      18	      73	       1	       6
      16	    5211	     150	    1133	      11	      73	       1	       8
      21	    5735	     180	    1221	      11	      73	       1	       8
      17	    4982	     150	    1224	      12	      73	       1	       8
      16	    5211	     150	    1259	      13	      73	       1	       8
      18	    5899	     175	    1273	      11	      73	       1	       8
      18	    5735	     145	    1329	      13	      73	       1	       8
      17	    4949	     137	    1347	      15	      73	       1	       8
      16	    5735	     145	    1360	      13	      73	       1	       8
      18	    5735	     175	    1366	      13	      73	       1	       8
      17	    5211	     150	    1412	      15	      73	       1	       8
      15	    6555	     230	    1426	      10	      73	       1	       8
      18	    5752	     158	    1454	      13	      73	       1	       8
      18	    6555	     150	    1488	      12	      73	       1	       8
      20	    5735	     180	    1499	      13	      73	       1	       8
      18	    5899	     170	    1551	      13	      73	       1	       8
      18	    7210	     215	    1578	      11	      73	       1	       8
      20	    6555	     167	    1635	      13	      73	       1	       8
      20	    7030	     198	    1650	      12	      73	       1	       8
      20	    7456	     225	    1650	      11	      73	       1	       8
      21	    6555	     150	    1665	      14	      73	       1	       8
       8	    1475	      75	     708	      15	      74	       1	       4
       9	    1999	      80	     817	      17	      74	       1	       4
       9	    2294	      75	     847	      17	      74	       1	       4
      11	    3277		NA	     958	      17	      74	       1	       6
      12	    3802	     100	     967	      16	      74	       1	       6
      12	    3245	      95	    1034	      17	      74	       1	       6
      16	    4097	     100	    1112	      17	      74	       1	       6
      13	    3687	     105	    1204	      17	      74	       1	       6
      15	    4228	     110	    1210	      18	      74	       1	       6
      15	    4097	     100	    1260	      17	      74	       1	       6
      15	    4949	     140	    1380	      14	      74	       1	       8
      17	    4982	     150	    1419	      16	      74	       1	       8
      17	    5211	     150	    1485	      14	      74	       1	       8
      17	    4949	     140	    1546	      16	      74	       1	       8
      18	    5735	     150	    1566	      15	      74	       1	       8
      10	    2294	      78	     864	      19	      75	       1	       4
      10	    2294	      83	     879	      17	      75	       1	       4
      12	    3802	     100	     971	      16	      75	       1	       6
      13	    2802	      97	     994	      15	      75	       1	       6
      11	    3785	     110	    1013	      15	      75	       1	       6
      16	    4097	      72	    1052	      20	      75	       1	       6
      18	    4949	     129	    1056	      12	      75	       1	       8
      12	    3802	      90	    1070	      17	      75	       1	       6
      12	    4293	     110	    1073	      14	      75	       1	       8
      12	    3687	      95	    1088	      16	      75	       1	       6
      16	    4097	      72	    1144	      21	      75	       1	       6
      13	    4097	     105	    1153	      16	      75	       1	       6
      16	    4228	     110	    1243	      19	      75	       1	       6
      13	    3687	      95	    1261	      19	      75	       1	       6
      15	    4097	     105	    1299	      19	      75	       1	       6
      14	    3785	     110	    1302	      21	      75	       1	       6
      16	    5735	     145	    1480	      14	      75	       1	       8
      15	    5211	     150	    1499	      15	      75	       1	       8
      17	    5752	     148	    1552	      14	      75	       1	       8
      15	    6555	     170	    1556	      12	      75	       1	       8
       8	    1393	      52	     678	      22	      76	       1	       4
      10	    1606	      60	     721	      22	      76	       1	       4
       9	    1606	      79	     751	      18	      76	       1	       4
       9	    2294	      72	     855	      14	      76	       1	       4
       9	    2294	      92	     857	      15	      76	       1	       4
      10	    3277	      81	    1004	      18	      76	       1	       6
      10	    3802	      90	    1028	      18	      76	       1	       6
      13	    4228	      95	    1064	      18	      76	       1	       6
      11	    3687	     100	    1077	      15	      76	       1	       6
      11	    4097	     105	    1117	      15	      76	       1	       6
      13	    4097	      78	    1191	      21	      76	       1	       6
      13	    4097	     110	    1215	      16	      76	       1	       6
      12	    3687	     100	    1217	      18	      76	       1	       6
      18	    5211	     150	    1251	      14	      76	       1	       8
      18	    4949	     130	    1290	      15	      76	       1	       8
      18	    5211	     150	    1313	      13	      76	       1	       8
      15	    4982	     120	    1320	      14	      76	       1	       8
      18	    5735	     145	    1351	      12	      76	       1	       8
      15	    5211	     150	    1396	      13	      76	       1	       8
      13	    4998	     140	    1405	      13	      76	       1	       8
      16	    5752	     152	    1405	      13	      76	       1	       8
      14	    5735	     180	    1460	      12	      76	       1	       8
       8	    1606	      63	     683	      17	      77	       1	       4
       7	    1606	      83	     691	      16	      77	       1	       4
       8	    1819	      80	     718	      15	      77	       1	       4
       9	    1999	      96	     766	      16	      77	       1	       4
      10	    2474	      88	     913	      16	      77	       1	       4
       9	    2294	      89	     918	      16	      77	       1	       4
      12	    3785	     105	    1141	      17	      77	       1	       6
      13	    4097	     110	    1173	      16	      77	       1	       6
      13	    4097	      98	    1175	      19	      77	       1	       6
      12	    3687	     100	    1210	      18	      77	       1	       6
      13	    4998	     145	    1293	      13	      77	       1	       8
      14	    4261	     110	    1353	      19	      77	       1	       8
      15	    5211	     145	    1380	      14	      77	       1	       8
      15	    5735	     170	    1388	      11	      77	       1	       8
      15	    6555	     180	    1406	      11	      77	       1	       8
      16	    4949	     130	    1431	      15	      77	       1	       8
      15	    6555	     190	    1441	      12	      77	       1	       8
      15	    5752	     149	    1445	      15	      77	       1	       8
       7	    1606	      66	     600	      14	      78	       1	       4
       8	    1606	      68	     718	      17	      78	       1	       4
       8	    1721	      75	     743	      15	      78	       1	       4
       9	    2294	      88	     906	      15	      78	       1	       4
      10	    2556	     105	     915	      17	      78	       1	       4
      10	    2474	      85	     951	      18	      78	       1	       4
      12	    3277	      85	     988	      16	      78	       1	       6
      11	    3277	      85	    1023	      17	      78	       1	       6
      12	    3277	      95	    1051	      18	      78	       1	       6
      13	    4949	     139	    1068	      11	      78	       1	       8
      12	    3802	      90	    1070	      17	      78	       1	       6
      12	    4261	     110	    1121	      16	      78	       1	       8
      11	    3785	     105	    1126	      16	      78	       1	       6
      13	    4228	     120	    1136	      15	      78	       1	       6
      12	    4998	     145	    1141	      13	      78	       1	       8
      12	    3687	     100	    1143	      17	      78	       1	       6
      13	    3785	     165	    1148	      13	      78	       1	       6
      12	    3785	     105	    1178	      19	      78	       1	       6
      12	    4949	     139	    1190	      13	      78	       1	       8
      13	    3687	     110	    1206	      19	      78	       1	       6
      12	    5211	     140	    1245	      13	      78	       1	       8
      13	    5211	     140	    1360	      14	      78	       1	       8
       7	    1606	      80	     638	      14	      79	       1	       4
       7	    1721	      70	     716	      15	      79	       1	       4
       7	    1721	      70	     733	      13	      79	       1	       4
       7	    2474	      90	     852	      13	      79	       1	       4
       8	    2835	     115	     865	      11	      79	       1	       6
       8	    2474	      90	     890	      16	      79	       1	       4
       9	    1983	      80	     890	      15	      79	       1	       4
       9	    2835	     115	     900	      13	      79	       1	       6
      11	    2294	      88	     963	      17	      79	       1	       4
      12	    3277	      85	     996	      18	      79	       1	       6
      11	    3785	     115	    1081	      15	      79	       1	       6
      12	    3802	      90	    1088	      18	      79	       1	       6
      11	    3687	     110	    1120	      17	      79	       1	       6
      10	    4261	      90	    1140	      22	      79	       1	       8
      12	    4375	     125	    1201	      15	      79	       1	       8
      13	    4949	     129	    1241	      13	      79	       1	       8
